loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy,model
2.057137966156006,0.35083332657814026,2.048861503601074,0.35479167103767395,Batch Gradient Descent
2.051593065261841,0.3565364480018616,2.0432307720184326,0.3619791567325592,Batch Gradient Descent
2.046053409576416,0.3616926968097687,2.0376038551330566,0.3673958480358124,Batch Gradient Descent
2.040513515472412,0.36721354722976685,2.0319788455963135,0.37437498569488525,Batch Gradient Descent
2.034972667694092,0.37346354126930237,2.026353597640991,0.38187500834465027,Batch Gradient Descent
2.029430627822876,0.379010409116745,2.0207290649414062,0.3879166543483734,Batch Gradient Descent
2.0238890647888184,0.3841666579246521,2.015103816986084,0.3933333456516266,Batch Gradient Descent
2.018343210220337,0.38854166865348816,2.0094754695892334,0.3987500071525574,Batch Gradient Descent
2.0127925872802734,0.39380207657814026,2.003844738006592,0.4047916531562805,Batch Gradient Descent
2.0072379112243652,0.39927083253860474,1.9982104301452637,0.4105208218097687,Batch Gradient Descent
2.0016815662384033,0.4043489694595337,1.9925752878189087,0.4143750071525574,Batch Gradient Descent
1.9961230754852295,0.4094010293483734,1.986936092376709,0.41843751072883606,Batch Gradient Descent
1.9905591011047363,0.4152083396911621,1.9812947511672974,0.4234375059604645,Batch Gradient Descent
1.9849939346313477,0.4207812547683716,1.9756498336791992,0.42927083373069763,Batch Gradient Descent
1.9794265031814575,0.42625001072883606,1.9700024127960205,0.4350000023841858,Batch Gradient Descent
1.9738545417785645,0.43187499046325684,1.964351773262024,0.4417708218097687,Batch Gradient Descent
1.9682798385620117,0.4371354281902313,1.958699345588684,0.4469791650772095,Batch Gradient Descent
1.9627009630203247,0.4424999952316284,1.9530391693115234,0.4517708420753479,Batch Gradient Descent
1.9571155309677124,0.44773438572883606,1.947371244430542,0.45645833015441895,Batch Gradient Descent
1.9515259265899658,0.4520833194255829,1.941698431968689,0.4621874988079071,Batch Gradient Descent
1.9459326267242432,0.4564322829246521,1.9360166788101196,0.46687498688697815,Batch Gradient Descent
1.940330147743225,0.46145832538604736,1.9303287267684937,0.4713541567325592,Batch Gradient Descent
1.9347211122512817,0.4663020968437195,1.924635648727417,0.4753125011920929,Batch Gradient Descent
1.9291064739227295,0.4716927111148834,1.9189367294311523,0.4804166555404663,Batch Gradient Descent
1.923485517501831,0.4764062464237213,1.913233995437622,0.4846875071525574,Batch Gradient Descent
1.917859673500061,0.4807552099227905,1.9075262546539307,0.48885416984558105,Batch Gradient Descent
1.9122308492660522,0.48570311069488525,1.901814341545105,0.49281251430511475,Batch Gradient Descent
1.906595230102539,0.4902864694595337,1.8960953950881958,0.49687498807907104,Batch Gradient Descent
1.9009525775909424,0.4945833384990692,1.8903708457946777,0.5007291436195374,Batch Gradient Descent
1.8953039646148682,0.49861979484558105,1.8846409320831299,0.5034375190734863,Batch Gradient Descent
1.8896487951278687,0.5030468702316284,1.8789045810699463,0.5079166889190674,Batch Gradient Descent
1.8839856386184692,0.5069791674613953,1.8731623888015747,0.512499988079071,Batch Gradient Descent
1.878315806388855,0.5110416412353516,1.8674123287200928,0.5164583325386047,Batch Gradient Descent
1.8726389408111572,0.5151041746139526,1.861656665802002,0.5206249952316284,Batch Gradient Descent
1.8669553995132446,0.51953125,1.8558951616287231,0.5255208611488342,Batch Gradient Descent
1.8612667322158813,0.52364581823349,1.8501269817352295,0.5292708277702332,Batch Gradient Descent
1.855573296546936,0.5270833373069763,1.844353437423706,0.5338541865348816,Batch Gradient Descent
1.8498756885528564,0.5314322710037231,1.8385746479034424,0.5380208492279053,Batch Gradient Descent
1.8441723585128784,0.5348437428474426,1.8327893018722534,0.542395830154419,Batch Gradient Descent
1.8384627103805542,0.5388020873069763,1.8269976377487183,0.5476041436195374,Batch Gradient Descent
1.8327453136444092,0.5426301956176758,1.8211971521377563,0.550208330154419,Batch Gradient Descent
1.8270212411880493,0.545911431312561,1.8153908252716064,0.5532291531562805,Batch Gradient Descent
1.8212907314300537,0.5489323139190674,1.8095786571502686,0.5566666722297668,Batch Gradient Descent
1.8155558109283447,0.5523437261581421,1.8037625551223755,0.5598958134651184,Batch Gradient Descent
1.8098176717758179,0.5557031035423279,1.7979445457458496,0.5628125071525574,Batch Gradient Descent
1.8040754795074463,0.5589583516120911,1.7921228408813477,0.5653125047683716,Batch Gradient Descent
1.7983291149139404,0.5623697638511658,1.7863000631332397,0.5688541531562805,Batch Gradient Descent
1.7925801277160645,0.5656771063804626,1.7804760932922363,0.5721874833106995,Batch Gradient Descent
1.786827802658081,0.568932294845581,1.7746496200561523,0.5763541460037231,Batch Gradient Descent
1.781069278717041,0.5715104341506958,1.7688212394714355,0.5802083611488342,Batch Gradient Descent
1.1019192934036255,0.7205208539962769,0.5203517079353333,0.8685416579246521,Mini Batch Gradient Descent
0.44380268454551697,0.8797656297683716,0.3746061325073242,0.9008333086967468,Mini Batch Gradient Descent
0.3578310012817383,0.8975520730018616,0.32606375217437744,0.9128124713897705,Mini Batch Gradient Descent
0.3198308050632477,0.9090364575386047,0.3007684648036957,0.9200000166893005,Mini Batch Gradient Descent
0.2938375473022461,0.9161718487739563,0.28159552812576294,0.9239583611488342,Mini Batch Gradient Descent
0.27431604266166687,0.9212239384651184,0.2651429772377014,0.9285416603088379,Mini Batch Gradient Descent
0.2578340768814087,0.9267968535423279,0.25051072239875793,0.9327083230018616,Mini Batch Gradient Descent
0.24301795661449432,0.9305468797683716,0.23850393295288086,0.9370833039283752,Mini Batch Gradient Descent
0.23012560606002808,0.934765636920929,0.2287057787179947,0.9395833611488342,Mini Batch Gradient Descent
